attachment1,attachment2,diffusion1,diffusion2,total,attachment1_norm,attachment2_norm,diffusion1_norm,diffusion2_norm
5,394,213,27761,42675,0.00011716461628588167,0.009232571763327474,0.004991212653778559,0.6505213825424722
0,16,24,1334,2081,0.0,0.0076886112445939455,0.011532916866890917,0.6410379625180201
1,0,0,0,1,1.0,0.0,0.0,0.0
5,285,269,21832,34166,0.00014634431891353978,0.008341626178071767,0.00787332435754844,0.6389978341040801
0,13,42,706,1214,0.0,0.01070840197693575,0.03459637561779242,0.5815485996705108
5,159,126,12465,18852,0.0002652238489284957,0.008434118395926163,0.00668364099299809,0.6612030553787397
0,0,1,0,1,0.0,0.0,1.0,0.0
0,4,19,506,760,0.0,0.005263157894736842,0.025,0.6657894736842105
3,225,167,15029,23300,0.00012875536480686696,0.009656652360515022,0.007167381974248927,0.6450214592274678
0,0,1,0,1,0.0,0.0,1.0,0.0
0,3,10,441,679,0.0,0.004418262150220913,0.014727540500736377,0.6494845360824743
2,76,49,5602,8224,0.00024319066147859923,0.00924124513618677,0.005958171206225681,0.6811770428015564
0,33,80,2572,4015,0.0,0.00821917808219178,0.019925280199252802,0.6405977584059775
1,37,85,2904,4444,0.000225022502250225,0.008325832583258325,0.019126912691269128,0.6534653465346535
1,102,54,5955,9256,0.000108038029386344,0.011019878997407088,0.0058340535868625755,0.6433664649956785
1,51,119,2616,4175,0.00023952095808383233,0.012215568862275449,0.02850299401197605,0.6265868263473053
3,142,137,10474,15973,0.00018781694108808614,0.00889000187816941,0.0085769736430226,0.6557315469855381
0,11,26,983,1468,0.0,0.007493188010899182,0.017711171662125342,0.6696185286103542
1,54,50,3996,6095,0.00016406890894175554,0.008859721082854799,0.008203445447087777,0.6556193601312551
3,149,86,10406,16369,0.00018327326043130306,0.00910257193475472,0.005253833465697355,0.6357138493493799
1,24,31,2212,3153,0.0003171582619727244,0.007611798287345386,0.009831906121154456,0.7015540754836663
0,0,16,0,16,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
3,124,49,7615,12000,0.00025,0.010333333333333333,0.004083333333333333,0.6345833333333334
4,175,101,10890,16755,0.00023873470605789316,0.010444643390032825,0.006028051327961802,0.6499552372426142
4,203,194,14158,21844,0.00018311664530305805,0.009293169749130196,0.008881157297198315,0.6481413660501739
0,0,1,0,1,0.0,0.0,1.0,0.0
2,53,107,3731,5732,0.0003489183531053733,0.009246336357292394,0.018667131891137473,0.650907187718074
1,215,257,14350,22290,4.486316733961418e-05,0.009645580978017048,0.011529834006280843,0.6437864513234635
1,40,37,2946,4467,0.00022386389075442132,0.008954555630176853,0.008282963957913588,0.6595030221625252
1,79,53,4805,7306,0.0001368738023542294,0.010813030385984123,0.007254311524774158,0.6576786203120722
0,0,4,0,4,0.0,0.0,1.0,0.0
0,37,26,3005,4688,0.0,0.007892491467576791,0.005546075085324232,0.6409982935153583
0,33,46,2559,3889,0.0,0.008485471843661609,0.011828233479043456,0.6580097711493957
2,72,135,6458,10034,0.00019932230416583617,0.007175602949970101,0.013454255531193941,0.6436117201514849
0,0,1,0,1,0.0,0.0,1.0,0.0
2,124,52,7910,12413,0.0001611214049786514,0.009989527108676387,0.004189156529444937,0.6372351566905663
3,63,85,5455,8330,0.0003601440576230492,0.007563025210084034,0.01020408163265306,0.6548619447779112
0,0,1,0,1,0.0,0.0,1.0,0.0
2,98,104,6639,10353,0.00019318072056408772,0.009465855307640297,0.01004539746933256,0.6412634019124891
0,27,7,2076,3074,0.0,0.00878334417696812,0.002277163305139883,0.675341574495771
0,20,46,1302,2087,0.0,0.009583133684714902,0.022041207474844275,0.6238620028749401
4,110,95,8100,12428,0.000321853878339234,0.008850981654328934,0.0076440296105568075,0.6517541036369489
2,124,176,9812,15136,0.0001321353065539112,0.008192389006342496,0.011627906976744186,0.6482558139534884
5,144,126,10941,16301,0.00030672964848782285,0.008833813876449298,0.007729587141893136,0.6711858168210539
8,271,270,19317,30046,0.0002662584037808693,0.009019503428076949,0.00898622112760434,0.6429141982293816
1,24,24,1772,2688,0.0003720238095238095,0.008928571428571428,0.008928571428571428,0.6592261904761905
1,31,85,2966,4370,0.0002288329519450801,0.007093821510297483,0.019450800915331808,0.6787185354691075
0,0,1,0,1,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
3,95,105,6978,10977,0.00027329871549603714,0.008654459324041177,0.0095654550423613,0.6356928122437825
1,26,21,1863,2810,0.00035587188612099647,0.009252669039145907,0.007473309608540925,0.6629893238434164
0,0,1,0,1,0.0,0.0,1.0,0.0
3,115,149,7499,11526,0.0002602811035918792,0.00997744230435537,0.012927294811730002,0.6506159986118342
2,174,95,10326,15905,0.00012574662055957246,0.010939955988682804,0.005972964476579692,0.6492298019490726
1,169,119,12805,19613,5.098659052669148e-05,0.00861673379901086,0.006067404272676286,0.6528832916942844
0,0,3,0,3,0.0,0.0,1.0,0.0
0,49,31,2558,3944,0.0,0.01242393509127789,0.007860040567951318,0.6485801217038539
3,46,30,3104,4873,0.000615637184485943,0.009439770162117792,0.00615637184485943,0.6369792735481223
0,0,11,222,297,0.0,0.0,0.037037037037037035,0.7474747474747475
0,0,3,0,3,0.0,0.0,1.0,0.0
4,127,100,8933,13676,0.0002924831822170225,0.009286341035390465,0.007312079555425563,0.6531880666861656
0,0,1,0,1,0.0,0.0,1.0,0.0
2,108,59,8170,12544,0.00015943877551020407,0.00860969387755102,0.00470344387755102,0.6513073979591837
0,0,1,0,1,0.0,0.0,1.0,0.0
6,280,172,19920,30831,0.00019460932178651358,0.0090817683500373,0.005578800557880056,0.6461029483312251
1,0,0,0,1,1.0,0.0,0.0,0.0
0,15,21,676,1097,0.0,0.013673655423883319,0.019143117593436645,0.6162260711030082
0,54,67,4018,6251,0.0,0.008638617821148616,0.010718285074388097,0.6427771556550952
4,121,161,8886,13636,0.0002933411557641537,0.00887356996186565,0.011806981519507187,0.6516573775300675
0,0,4,0,4,0.0,0.0,1.0,0.0
1,79,88,5542,8517,0.00011741223435481978,0.009275566514030761,0.01033227662322414,0.6506986027944112
7,154,95,10759,16808,0.0004164683484055212,0.009162303664921465,0.005652070442646359,0.6401118514992861
4,73,86,6302,9599,0.00041671007396603814,0.007604958849880196,0.00895926659026982,0.6565267215334931
0,0,1,0,1,0.0,0.0,1.0,0.0
2,87,70,5920,8843,0.00022616759018432659,0.009838290173018207,0.00791586565645143,0.6694560669456067
0,0,1,0,1,0.0,0.0,1.0,0.0
2,81,87,5706,8711,0.00022959476523935255,0.009298587992193777,0.009987372287911836,0.6550338652278728
1,122,77,8216,12794,7.81616382679381e-05,0.009535719868688447,0.006018446146631233,0.6421760200093793
0,0,1,0,1,0.0,0.0,1.0,0.0
2,107,59,7750,12070,0.00016570008285004143,0.008864954432477217,0.004888152444076222,0.6420878210439105
2,116,51,8322,12733,0.00015707217466425823,0.009110186130526977,0.004005340453938585,0.6535773187779785
4,179,80,12320,19158,0.00020879006159306817,0.009343355256289801,0.004175801231861363,0.64307338970665
1,72,64,4896,7423,0.0001347164219318335,0.009699582379092011,0.008621851003637344,0.6595716017782568
2,73,24,4444,6869,0.00029116319697190275,0.01062745668947445,0.003493958363662833,0.6469646236715679
1,69,63,5072,7619,0.000131250820317627,0.009056306601916262,0.0082688016800105,0.665704160651004
0,14,6,827,1197,0.0,0.011695906432748537,0.005012531328320802,0.6908939014202172
0,3,13,287,435,0.0,0.006896551724137931,0.029885057471264367,0.6597701149425287
0,0,1,0,1,0.0,0.0,1.0,0.0
3,101,93,6497,9912,0.0003026634382566586,0.010189669087974173,0.009382566585956417,0.6554681194511703
5,127,148,8106,12344,0.0004050550874918989,0.010288399222294232,0.011989630589760207,0.6566753078418665
2,66,53,4556,6804,0.00029394473838918284,0.009700176366843033,0.007789535567313345,0.6696061140505585
3,154,161,11417,17187,0.00017455053237912376,0.008960260662128353,0.009367545237679641,0.664281142724152
1,26,42,1627,2339,0.00042753313381787086,0.011115861479264643,0.01795639162035058,0.6955964087216759
0,46,58,3058,4843,0.0,0.009498244889531281,0.011976047904191617,0.6314268015692752
9,331,245,19721,30767,0.0002925212077875646,0.01075827997529821,0.007963077323105925,0.6409789709753957
1,20,39,1878,2822,0.00035435861091424523,0.007087172218284904,0.013819985825655563,0.6654854712969526
4,313,251,22126,34040,0.00011750881316098707,0.009195064629847238,0.0073736780258519385,0.65
0,0,1,0,1,0.0,0.0,1.0,0.0
3,66,95,5550,8488,0.000353440150801131,0.007775683317624882,0.011192271442035816,0.6538642789820923
1,0,0,0,1,1.0,0.0,0.0,0.0
0,0,6,0,6,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
6,102,97,8914,13792,0.0004350348027842227,0.007395591647331786,0.007033062645011601,0.6463167053364269
0,0,6,0,6,0.0,0.0,1.0,0.0
4,103,75,6464,9973,0.0004010829238945152,0.010327885290283766,0.00752030482302216,0.6481500050135366
0,0,1,0,1,0.0,0.0,1.0,0.0
5,167,128,9742,14947,0.00033451528734863183,0.011172810597444302,0.008563591356124976,0.6517695858700743
0,0,1,0,1,0.0,0.0,1.0,0.0
2,32,45,2316,3502,0.0005711022272986865,0.009137635636778984,0.012849800114220445,0.6613363792118789
0,25,25,1529,2470,0.0,0.010121457489878543,0.010121457489878543,0.6190283400809716
3,119,174,9863,14851,0.00020200659888223015,0.008012928422328463,0.011716382735169348,0.664130361591812
7,248,160,16934,25922,0.0002700408919064887,0.00956716302754417,0.0061723632435768845,0.6532674947920685
4,115,104,7474,11624,0.00034411562284927734,0.009893324156916725,0.008947006194081212,0.6429800412938748
0,77,67,5145,7868,0.0,0.009786476868327402,0.0085155058464667,0.6539145907473309
2,69,19,4643,7214,0.0002772387025228722,0.009564735237039091,0.002633767673967286,0.6436096479068478
0,77,47,5236,7864,0.0,0.009791454730417091,0.005976602238046796,0.6658189216683622
0,115,111,9071,14022,0.0,0.00820139780345172,0.007916131792896876,0.6469119954357438
2,116,78,8278,12734,0.00015705983979896342,0.009109470708339878,0.006125333752159573,0.6500706769279095
7,297,305,19257,29405,0.00023805475259309643,0.010100323074307091,0.010372385648699202,0.6548886243836082
2,188,118,12582,19650,0.00010178117048346055,0.009567430025445293,0.006005089058524173,0.6403053435114504
4,259,159,16596,25728,0.0001554726368159204,0.010066853233830846,0.0061800373134328354,0.6450559701492538
0,19,24,1218,1924,0.0,0.009875259875259876,0.012474012474012475,0.6330561330561331
1,66,84,4078,6357,0.00015730690577316344,0.010382255781028787,0.013213780084945729,0.6414975617429605
4,35,28,2486,3801,0.0010523546435148646,0.009208103130755065,0.007366482504604052,0.6540384109444883
2,81,62,5055,7537,0.00026535756932466497,0.010746981557648931,0.008226084649064614,0.6706912564680908
0,0,6,0,6,0.0,0.0,1.0,0.0
3,185,199,12833,20133,0.00014900908955446283,0.00918889385585854,0.0098842696071127,0.6374112154174738
1,80,70,5465,8221,0.0001216397031991242,0.009731176255929936,0.008514779223938694,0.6647609779832138
5,72,41,3969,6175,0.0008097165991902834,0.011659919028340082,0.0066396761133603235,0.642753036437247
3,42,93,3552,5239,0.0005726283641916397,0.008016797098682955,0.01775147928994083,0.6779919832029013
5,70,57,4260,6541,0.0007644091117566122,0.01070172756459257,0.008714263874025378,0.6512765632166335
4,157,131,11609,17769,0.0002251111486296359,0.008835612583713208,0.007372390117620575,0.6533288311103608
0,17,43,1050,1559,0.0,0.010904425914047467,0.027581783194355357,0.6735086593970494
3,107,160,7089,10798,0.00027782922763474715,0.009909242452305983,0.014817558807186515,0.6565104649009076
0,0,1,0,1,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
4,226,161,15238,23493,0.00017026348273953943,0.009619886774783978,0.006853105180266462,0.6486187374962755
1,63,59,4220,6562,0.00015239256324291374,0.009600731484303566,0.008991161231331911,0.643096616885096
0,0,1,0,1,0.0,0.0,1.0,0.0
1,35,54,2952,4549,0.00021982853374367993,0.007693998681028797,0.011870740822158716,0.6489338316113431
1,140,77,9585,14761,6.774608766343743e-05,0.009484452272881241,0.005216448750084683,0.6493462502540478
4,186,128,13754,21151,0.00018911635383669803,0.008793910453406458,0.006051723322774337,0.6502765826674862
2,31,20,1929,3023,0.0006615944426066821,0.010254713860403573,0.006615944426066821,0.6381078398941449
3,76,66,4644,7118,0.0004214667041303737,0.010677156504636133,0.009272267490868222,0.6524304579938185
0,0,1,0,1,0.0,0.0,1.0,0.0
9,221,321,15541,23564,0.0003819385503310134,0.009378713291461551,0.013622474961806144,0.6595230011882532
4,97,89,6798,10402,0.0003845414343395501,0.009325129782734089,0.008556046914054989,0.6535281676600654
2,8,28,829,1196,0.0016722408026755853,0.006688963210702341,0.023411371237458192,0.6931438127090301
4,105,104,5835,9030,0.00044296788482834997,0.011627906976744186,0.011517165005537098,0.6461794019933554
2,121,42,9020,13771,0.00014523273545857237,0.008786580495243628,0.0030498874446300197,0.6549996369181613
0,73,35,4037,6229,0.0,0.011719377107079787,0.005618879434901268,0.6480976079627548
5,207,179,14310,21957,0.00022771781208726145,0.009427517420412625,0.008152297672723961,0.6517283781937423
1,12,25,843,1324,0.0007552870090634441,0.00906344410876133,0.0188821752265861,0.6367069486404834
2,39,47,3869,5695,0.0003511852502194908,0.00684811237928007,0.008252853380158033,0.6793678665496049
2,96,66,7732,11849,0.00016879061524179256,0.008101949531606043,0.0055700903029791545,0.65254451852477
0,0,1,0,1,0.0,0.0,1.0,0.0
0,25,14,2244,3391,0.0,0.007372456502506636,0.0041285756414037155,0.6617516956649956
0,0,1,0,1,0.0,0.0,1.0,0.0
1,68,32,5111,7781,0.00012851818532322323,0.00873923660197918,0.004112581930343143,0.6568564451869939
0,0,1,0,1,0.0,0.0,1.0,0.0
0,30,32,1073,1780,0.0,0.016853932584269662,0.017977528089887642,0.602808988764045
0,0,2,0,2,0.0,0.0,1.0,0.0
0,0,1,0,1,0.0,0.0,1.0,0.0
0,37,23,2814,4340,0.0,0.008525345622119816,0.005299539170506912,0.6483870967741936
0,0,1,0,1,0.0,0.0,1.0,0.0
0,44,27,3235,4698,0.0,0.009365687526607066,0.005747126436781609,0.688590889740315
3,100,53,6086,9639,0.0003112356053532524,0.010374520178441747,0.005498495694574126,0.6313932980599647
4,145,170,9992,15436,0.0002591344908007256,0.009393625291526302,0.011013215859030838,0.6473179580202125
1,108,110,6281,10093,9.907856930545922e-05,0.010700485484989596,0.010898642623600515,0.6223124938075895
4,80,44,5693,8406,0.0004758505829169641,0.009517011658339281,0.005234356412086605,0.6772543421365691
0,0,3,0,3,0.0,0.0,1.0,0.0
0,26,23,1900,2808,0.0,0.009259259259259259,0.00819088319088319,0.6766381766381766
6,161,126,10982,16775,0.00035767511177347243,0.009597615499254844,0.007511177347242921,0.6546646795827123
0,13,35,1037,1613,0.0,0.008059516429014259,0.02169869807811531,0.6429014259144451
0,0,1,0,1,0.0,0.0,1.0,0.0
3,212,128,13057,20319,0.00014764506127270044,0.010433584329937497,0.006299522614301885,0.6426005216792166
2,114,101,8201,12421,0.00016101763143064167,0.009178004991546574,0.008131390387247403,0.6602527976813461
4,139,93,8119,12496,0.0003201024327784891,0.011123559539052497,0.007442381562099872,0.6497279129321383
0,0,3,0,3,0.0,0.0,1.0,0.0
4,172,115,11321,17465,0.0002290294875465216,0.00984826796450043,0.006584597766962496,0.6482107071285428
4,158,87,11314,17856,0.00022401433691756272,0.008848566308243728,0.004872311827956989,0.6336245519713262
0,0,3,0,3,0.0,0.0,1.0,0.0
1,56,26,4240,6529,0.00015316281206922958,0.008577117475876857,0.003982233113799969,0.6494103231735334
7,286,216,19270,29713,0.00023558711675024401,0.009625416484367112,0.007269545316864672,0.6485376771110288
5,177,140,13379,20512,0.0002437597503900156,0.008629095163806551,0.006825273010920437,0.6522523400936038
1,78,37,5118,7741,0.0001291822761917065,0.010076217542953106,0.00477974421909314,0.6611548895491538
1,61,56,4373,6645,0.00015048908954100828,0.009179834462001504,0.008427389014296464,0.6580887885628292
0,7,21,475,682,0.0,0.010263929618768328,0.030791788856304986,0.6964809384164223
0,0,1,0,1,0.0,0.0,1.0,0.0
5,305,232,20541,31833,0.00015706970753620456,0.00958125215970848,0.007288034429679892,0.6452737725002357
0,0,1,0,1,0.0,0.0,1.0,0.0
0,9,50,566,958,0.0,0.009394572025052192,0.05219206680584551,0.5908141962421712
1,13,38,1253,1896,0.0005274261603375527,0.006856540084388186,0.020042194092827006,0.6608649789029536
1,71,87,5058,7805,0.00012812299807815503,0.009096732863549006,0.011146700832799488,0.6480461242793082
0,24,43,1519,2484,0.0,0.00966183574879227,0.017310789049919485,0.6115136876006442
1,81,58,4718,7281,0.0001373437714599643,0.011124845488257108,0.00796593874467793,0.6479879137481115
2,113,106,7081,10755,0.00018596001859600187,0.010506741050674106,0.009855880985588098,0.6583914458391446
2,95,92,6130,9450,0.00021164021164021165,0.010052910052910053,0.009735449735449736,0.6486772486772486
2,46,75,3803,5455,0.00036663611365719525,0.008432630614115491,0.013748854262144821,0.6971585701191567
6,195,135,14992,23007,0.0002607901942886947,0.00847568131438258,0.005867779371495632,0.6516277654626853
8,259,202,17102,26662,0.0003000525091891081,0.009714199984997375,0.00757632585702498,0.6414372515190159
0,10,21,977,1503,0.0,0.00665335994677312,0.013972055888223553,0.6500332667997338
0,4,20,272,404,0.0,0.009900990099009901,0.04950495049504951,0.6732673267326733
0,11,4,461,700,0.0,0.015714285714285715,0.005714285714285714,0.6585714285714286
2,193,113,12191,18605,0.00010749798441279227,0.010373555495834453,0.006073636119322763,0.6552539639881753
1,102,62,6413,9669,0.0001034233116144379,0.010549177784672665,0.00641224532009515,0.6632536973833902
0,75,18,4284,6614,0.0,0.011339582703356516,0.002721499848805564,0.6477169640157242
1,18,26,1607,2437,0.0004103405826836274,0.007386130488305293,0.010668855149774312,0.6594173163725893
1,92,58,5595,8695,0.00011500862564692352,0.010580793559516964,0.006670500287521564,0.6434732604945371
0,0,3,0,3,0.0,0.0,1.0,0.0
1,90,92,6713,10397,9.618159084351255e-05,0.00865634317591613,0.008848706357603155,0.6456670193324998
1,68,61,5027,7682,0.00013017443374121324,0.008851861494402499,0.007940640458214007,0.6543868784170789
12,423,373,31605,48801,0.0002458966004794984,0.008667855166902317,0.007643285998237741,0.6476301715128788
1,48,15,3035,4631,0.00021593608291945585,0.010364931980133881,0.0032390412437918376,0.6553660116605485
0,58,36,3338,5301,0.0,0.010941331824184115,0.006791171477079796,0.62969251084701
10,289,233,19185,29914,0.0003342916360232667,0.009661028281072407,0.007788995119342114,0.6413385037106372
7,221,121,15515,23519,0.00029763170202814744,0.00939665802117437,0.005144776563629406,0.6596794081381011
4,128,117,8863,13812,0.0002896032435563278,0.00926730379380249,0.008470894874022588,0.6416883869099334
