trial,x,y,z,dx,dy,dz,energy
0,-0.01795182227320629,0.016683504762804287,-0.2099999852963143,-0.9296857019666437,0.07741855520494213,-0.36012617631709065,3.5880670427568164
0,-0.006917947077626634,0.008721207199565479,-0.002260230922693284,0.5246435032803437,-0.8500157266718379,-0.047142962107565745,17.81170326075398
0,-0.006659142868688576,0.009492608506054365,0.0003840262641654487,0.9461613103503892,-0.29375672726582247,-0.1359623476632678,5.602918161655194
0,-0.004930104064596598,0.008401899055858425,-0.0030000013613458274,0.25657770771640676,-0.03188258708816873,0.9659976089740385,6.703388515588016
0,-0.004201332216488024,0.014710290855936337,-0.20999998537689402,0.11467692675561943,0.151166155698494,-0.9818339960712427,3.0586069067821913
0,-0.003522447706188522,0.016480388212671764,-0.0030000006143352954,0.38580977761429197,0.2614685932103501,0.8847513720033502,11.544221333967661
0,0.0011333090168348966,0.028358646563644507,-0.20999998591039576,-0.5727227731885592,0.1237252559756849,-0.8103583689362117,1.7067025244847
0,-0.006963992816945153,0.007870100659001312,-0.003000001124626729,-0.06576463102769026,-0.24260116038258622,0.9678944623701566,7.607364749179611
0,-0.00588639981864544,0.008173281090654037,-0.0030000000359038507,0.7072994423515185,0.23619634412595553,0.6662873148055306,16.00883874208113
0,-0.00880859990042893,0.009497598247994126,-0.0017228808208223155,0.053743164974983916,-0.9474297237923291,-0.3154181204263043,16.13449152868657
0,-0.005988813033606009,0.007594344910653292,-0.0030000017218855027,-0.156874808866708,-0.026021383307248666,0.9872756362606194,4.760224393480959
0,-0.004345045073089283,0.007810763956229153,-0.003000000259888257,0.12327543749353045,-0.5338511696684363,0.8365441381985896,4.4622759087199775
0,-0.006024993425248431,0.008910272054528951,-0.0021465908013099614,0.86659183422958,-0.4852503624093878,-0.11640738218931945,4.703862482695769
0,0.009523941594437663,0.023720276475033976,-0.20999998521339686,-0.007488907537552196,-0.5903209138924219,-0.8071339014594233,3.210920335202732
0,-0.006388946336754678,0.00939713702369249,-0.0007369063436366237,0.7121825987308328,-0.28635830864230144,-0.6409328085973739,4.553180251414529
